Strategy,Clients,Malicious %,Rounds,Final Acc,Best Acc,Final Loss
krum,7,0,200,0.7492,0.7610,1.5393
krum,10,0,200,0.7565,0.7679,1.3618
krum,20,0,200,0.7545,0.7611,0.9991
krum,50,0,200,0.7380,0.7380,0.7665
krum,100,0,200,0.5945,0.5945,1.1340
