round,loss,accuracy
0,2.3043503022422427,0.0989
1,2.302772497597594,0.1
2,2.3026276312697047,0.1
3,2.3026061941640448,0.1
4,2.302602082395706,0.1
5,2.302597922638963,0.1
6,2.3025978708419554,0.1
7,2.302601856926379,0.1
8,2.3026007006343563,0.1
9,2.3025983332064204,0.1
10,2.302597334590583,0.1
11,2.3025987704341024,0.1
12,2.302597492266768,0.1
13,2.302599796471885,0.1
14,2.302597205098064,0.1
15,2.302599352388717,0.1
16,2.302600906298945,0.1
17,2.3025995466274956,0.1
18,2.3025984299449496,0.1
19,2.3025990568410855,0.1
20,2.3026001887580456,0.1
21,2.302598394905797,0.1
22,2.3025966604677635,0.1
23,2.302598758246571,0.1
24,2.3025973460163933,0.1
25,2.3026008362206407,0.1
26,2.3026019110085483,0.1
27,2.302598548011658,0.1
28,2.3026000470779957,0.1
29,2.3025984169956977,0.1
30,2.302597694122753,0.1
31,2.3025983118782407,0.1
32,2.302597314024124,0.1
33,2.3025999183471972,0.1
34,2.3026005193448293,0.1
35,2.3025965614440724,0.1
36,2.3025975105480647,0.1
37,2.302597996525871,0.1
38,2.302597796193327,0.1
39,2.302601156143335,0.1
40,2.30259847412475,0.1
41,2.3025986500822317,0.1
42,2.3026022309312424,0.1
43,2.3026014638784975,0.1
44,2.302599342486348,0.1
45,2.302597771056544,0.1
46,2.3025958111491827,0.1
47,2.3025967869133996,0.1
48,2.3025976979313567,0.1
49,2.30260010649221,0.1
50,2.3025994780726324,0.1
51,2.30259848478884,0.1
52,2.3025948468107766,0.1
53,2.3025994308459494,0.1
54,2.302599281548692,0.1
55,2.302597121308787,0.1
56,2.3025980239478163,0.1
57,2.302597770294823,0.1
58,2.302599383619266,0.1
59,2.30259851754283,0.1
60,2.3025995702408375,0.1
61,2.3025993691465727,0.1
62,2.3025993333456998,0.1
63,2.3025975577747477,0.1
64,2.302596761014896,0.1
65,2.302597141113525,0.1
66,2.302597964533602,0.1
67,2.3025993592442036,0.1
68,2.302598134397318,0.1
69,2.302597134258039,0.1
70,2.3025976095717553,0.1
71,2.3026002451253773,0.1
72,2.302599171860911,0.1
73,2.3025974267587874,0.1
74,2.3025976385171423,0.1
75,2.3026005498136577,0.1
76,2.3025986257071693,0.1
77,2.302598929633729,0.1
78,2.3025982113311083,0.1
79,2.302596424334346,0.1
80,2.302596971249809,0.1
81,2.302599392759914,0.1
82,2.302597785529237,0.1
83,2.3025970238085374,0.1
84,2.3025992906893404,0.1
85,2.3025981884794877,0.1
86,2.3025970451367166,0.1
87,2.302598113069138,0.1
88,2.3025976750797357,0.1
89,2.3025988458444515,0.1
90,2.302598565531234,0.1
91,2.3025968402338486,0.1
92,2.3025978898849733,0.1
93,2.3025996083268723,0.1
94,2.302598799379489,0.1
95,2.302597326973376,0.1
96,2.3025983888120316,0.1
97,2.302597398575122,0.1
98,2.3025979630101605,0.1
99,2.3026010114164017,0.1
100,2.3025981732450735,0.1
101,2.3025953541167627,0.1
102,2.3025978708419554,0.1
103,2.302600012800564,0.1
104,2.302599786569516,0.1
105,2.3026001156328584,0.1
106,2.30259776648622,0.1
107,2.30259529698771,0.1
108,2.3025979957641503,0.1
109,2.3025949458344677,0.1
110,2.3025997225849775,0.1
111,2.302599629655052,0.1
112,2.302598992094826,0.1
113,2.302598714828491,0.1
114,2.3025968935542975,0.1
115,2.30259766898597,0.1
116,2.3025995367251264,0.1
117,2.302598242561657,0.1
118,2.3026006914937076,0.1
119,2.30259884432101,0.1
120,2.302597267559161,0.1
121,2.302599708112284,0.1
122,2.302600860595703,0.1
123,2.302597141113525,0.1
124,2.3025982273272434,0.1
125,2.302600804990092,0.1
126,2.30259729878971,0.1
127,2.302597684982105,0.1
128,2.3025982951203856,0.1
129,2.3025975257824784,0.1
130,2.3025974183798597,0.1
131,2.3025988785984417,0.1
132,2.3025979035959456,0.1
133,2.302596351209159,0.1
134,2.302596006911403,0.1
135,2.3025981382059215,0.1
136,2.302597729923626,0.1
137,2.302597529591082,0.1
138,2.3025986706486905,0.1
139,2.3025971891019292,0.1
140,2.3025984048081662,0.1
141,2.3025981001198863,0.1
142,2.30259982313211,0.1
143,2.3026003060630336,0.1
144,2.3025990179933298,0.1
145,2.3025968272845967,0.1
146,2.3025965027915785,0.1
147,2.3025961265015527,0.1
148,2.3025974846495605,0.1
149,2.302598579242207,0.1
150,2.302597085507914,0.1
151,2.3025993264902134,0.1
152,2.302597958439836,0.1
153,2.3025993059237546,0.1
154,2.3025995900455754,0.1
155,2.302599260982233,0.1
156,2.3025989067821078,0.1
157,2.302596714549933,0.1
158,2.3025977322087883,0.1
159,2.30259720128946,0.1
160,2.302596876796442,0.1
161,2.3025975265441994,0.1
162,2.302597488458164,0.1
163,2.302597341446069,0.1
164,2.302597937873377,0.1
165,2.3025955628282344,0.1
166,2.3026001788556765,0.1
167,2.302600142293083,0.1
168,2.3025994171349766,0.1
169,2.302599198521136,0.1
170,2.302598381956545,0.1
171,2.3025994079943284,0.1
172,2.3026000310818606,0.1
173,2.3025985160193887,0.1
174,2.3025971045509315,0.1
175,2.3026020252666535,0.1
176,2.3026009641897183,0.1
177,2.3026023931777515,0.1
178,2.3025990949271207,0.1
179,2.3025983408236277,0.1
180,2.302596663514646,0.1
181,2.3025978556075417,0.1
182,2.3025974595127776,0.1
183,2.302600999990591,0.1
184,2.3025984962146504,0.1
185,2.3025998109445784,0.1
186,2.30260124907326,0.1
187,2.302598700355798,0.1
188,2.302599350103555,0.1
189,2.3025988991649005,0.1
190,2.302597106074373,0.1
191,2.3025966269520524,0.1
192,2.3025979569163946,0.1
193,2.3025967335929507,0.1
194,2.3026013389563027,0.1
195,2.3025991992828563,0.1
196,2.302594376067384,0.1
197,2.3025970893165173,0.1
198,2.302597925685846,0.1
199,2.3026001308672726,0.1
200,2.3025994529358496,0.1
201,2.302598273792206,0.1
202,2.3025955407383343,0.1
203,2.302597049707041,0.1
204,2.30259737496178,0.1
205,2.302597806857417,0.1
206,2.3025970428515548,0.1
207,2.3025974854112814,0.1
208,2.302596470799309,0.1
209,2.302598781859913,0.1
210,2.3025969689646466,0.1
211,2.302598880121883,0.1
212,2.3025963580646454,0.1
213,2.302597384864149,0.1
214,2.30259750597774,0.1
215,2.3025994879750016,0.1
216,2.3025982943586647,0.1
217,2.3025968790816043,0.1
218,2.3025992366071706,0.1
219,2.3025983408236277,0.1
220,2.302600693017149,0.1
221,2.302598444417643,0.1
222,2.3025988359420824,0.1
223,2.3025973254499346,0.1
224,2.3025969621091606,0.1
225,2.3025988009029303,0.1
226,2.3025971190236247,0.1
227,2.302598192288091,0.1
228,2.302599721061536,0.1
229,2.3025982410382158,0.1
230,2.302598479456795,0.1
231,2.302598606664152,0.1
232,2.302597623282728,0.1
233,2.302599550436099,0.1
234,2.302599368384852,0.1
235,2.302600667118645,0.1
236,2.3025991147318585,0.1
237,2.302598812328741,0.1
238,2.302598088694076,0.1
239,2.302598916684477,0.1
240,2.3025974808409573,0.1
241,2.3025968615620283,0.1
242,2.3025978319941998,0.1
243,2.3025983712924556,0.1
244,2.3025972713677647,0.1
245,2.3025978556075417,0.1
246,2.3025962537089093,0.1
247,2.3025988374655237,0.1
248,2.3025984421324805,0.1
249,2.3025998185617853,0.1
250,2.302598331682979,0.1
251,2.3025991292045522,0.1
252,2.3025977459197606,0.1
253,2.3025989067821078,0.1
254,2.302596930878612,0.1
255,2.3025959871066646,0.1
256,2.3025969872459435,0.1
257,2.302598608949314,0.1
258,2.3025983286360963,0.1
259,2.3025970687500585,0.1
260,2.302596329119259,0.1
261,2.3025970283788615,0.1
262,2.3025959497823503,0.1
263,2.3025962156228745,0.1
264,2.3025984695544257,0.1
265,2.302598715590212,0.1
266,2.3025985236365956,0.1
267,2.3025984154722563,0.1
268,2.3025988824070454,0.1
269,2.3025986813127806,0.1
270,2.3025992396540533,0.1
271,2.3026001590509386,0.1
272,2.30259981246802,0.1
273,2.30259752730592,0.1
274,2.3025993211581683,0.1
275,2.302601533956802,0.1
276,2.30259989930418,0.1
277,2.302598705687843,0.1
278,2.3025985739101618,0.1
279,2.302600555907423,0.1
280,2.302599881022883,0.1
281,2.302600043269392,0.1
282,2.30259881156702,0.1
283,2.302599906159666,0.1
284,2.302599309732358,0.1
285,2.302598273030485,0.1
286,2.302597215000433,0.1
287,2.3025982174248742,0.1
288,2.30260022608236,0.1
289,2.3025989905713846,0.1
290,2.302597684220384,0.1
291,2.302597872365397,0.1
292,2.3025990895950756,0.1
293,2.30259799500243,0.1
294,2.3026012406943326,0.1
295,2.3026005627629096,0.1
296,2.3025991276811104,0.1
297,2.302600645028745,0.1
298,2.3025992861190163,0.1
299,2.3025985563905857,0.1
300,2.302598570101558,0.1
301,2.3025959848215023,0.1
302,2.3025965660143966,0.1
303,2.302596734354671,0.1
304,2.3025977558221298,0.1
305,2.3025998772142793,0.1
306,2.302597237090333,0.1
307,2.302595081420752,0.1
308,2.3025975661536755,0.1
309,2.3025973582039243,0.1
310,2.30259797367425,0.1
311,2.3025996106120346,0.1
312,2.3026006313177723,0.1
313,2.3025987529145264,0.1
314,2.3025960693725,0.1
315,2.302595881227487,0.1
316,2.3025970588476894,0.1
317,2.3025994148498143,0.1
318,2.30259724470754,0.1
