round,loss,accuracy
0,2.303992186872342,0.1
1,2.296788924037458,0.183
2,2.263949720242534,0.1731
3,2.226512073327939,0.1641
4,2.1931674983173894,0.2077
5,2.072036004675844,0.2507
6,2.1273150908680387,0.242
7,2.034623864740609,0.2823
8,2.0989309583609095,0.2812
9,1.9202568268242735,0.3257
10,2.0664498318498508,0.2971
11,2.1046673520304524,0.2278
12,2.0435730957756406,0.2977
13,2.0430143325092693,0.3185
14,2.08398177410467,0.2307
15,2.040742467386654,0.2359
16,2.0527604665999974,0.2557
17,1.9399253484159231,0.3454
18,1.9598313726175327,0.3242
19,1.9259497342399134,0.3761
20,1.9651792175091876,0.3604
21,2.0572751432942886,0.2759
22,1.9605486480572734,0.37
23,1.8793854633459268,0.3669
24,2.0301280261609502,0.3048
25,1.6240404950924956,0.4148
26,1.9357348688113423,0.3776
27,1.996746706505553,0.368
28,1.7596252535859618,0.432
29,1.8568298778594874,0.415
30,1.7574627871711415,0.4395
31,1.714863503322053,0.4421
32,1.6293262833604416,0.4613
33,1.9585635113639954,0.4259
34,1.964587775663065,0.3492
35,1.6035961510655217,0.4342
36,1.8697393694624733,0.4493
37,1.5761962645350935,0.4687
38,1.5396924628236424,0.4829
39,1.6336888825169766,0.4847
40,1.8542289794824374,0.4761
41,1.446215963973024,0.5012
42,1.525336997958418,0.5014
43,1.5664677166710266,0.5073
44,1.3640686745841664,0.5146
45,1.7299386392386196,0.5213
46,1.446271051233188,0.5353
47,1.4601378280895587,0.5088
48,1.6606710212299238,0.5137
49,1.3971159618121747,0.5549
50,1.458288736236743,0.5409
51,1.447590415089275,0.487
52,1.357281547384902,0.5482
53,1.7162947216734719,0.5123
54,1.739218412115932,0.4224
55,1.2686485366318554,0.558
56,1.2424954023604957,0.5809
57,1.5519519766298726,0.5543
58,1.25037363238228,0.582
59,1.4068580184119959,0.5354
60,1.2760054354850476,0.5746
61,1.2048302414699104,0.5913
62,1.3977055008799886,0.5858
63,1.5766974394313824,0.5708
64,1.2347443922640036,0.588
65,1.1616362264742865,0.6094
66,1.3639766850029698,0.5663
67,1.3479979906600124,0.5749
68,1.137143387581213,0.6213
69,1.2734331416245848,0.602
70,1.1148839971889704,0.6335
71,1.1063117950488204,0.636
72,1.3183250354882627,0.6352
73,1.1729391133442473,0.6197
74,1.1472893431544684,0.6436
75,1.0786637429612131,0.6325
76,1.0035283851166503,0.6556
77,1.2042908678039574,0.6245
78,1.0346579290807438,0.6484
79,1.0133174614022715,0.6694
80,0.9820128938260551,0.6702
81,0.9752919591082552,0.6749
82,0.9674663079051545,0.6804
83,0.9513573260924306,0.6841
84,0.9214769468520777,0.6907
85,0.9559111915076502,0.6933
86,0.924867890322932,0.6936
87,0.9097340898201488,0.699
88,0.9153917862203556,0.6972
89,0.9007729176705638,0.7037
90,0.8577225912874118,0.7114
91,0.8692060213881179,0.7127
92,0.9304600784572931,0.7103
93,0.8303695930459629,0.7194
94,0.8631660863995171,0.7099
95,0.8475768374749266,0.7191
96,0.8152657104566836,0.7244
97,0.8325915643201468,0.7208
98,0.8137903223974636,0.7298
99,0.8087364150502812,0.7279
100,0.8176541694056112,0.7294
101,0.825286793346984,0.7295
102,0.7758980779982985,0.7399
103,0.7801497097784719,0.7393
104,0.7766321861324981,0.7408
105,0.7774753185887687,0.7386
106,0.7712781458807448,0.7401
107,0.7999199445064837,0.7321
108,0.7898125657067893,0.7373
109,0.7647987407046004,0.7457
110,0.7653512087302466,0.7467
111,0.7505074455715216,0.7486
112,0.7604648042410708,0.747
113,0.7452281680160437,0.7502
114,0.7524299866760882,0.7488
115,0.7416961898628515,0.751
116,0.7432061206228056,0.7495
117,0.7353534835596054,0.7541
118,0.7476756321355558,0.7498
119,0.7384099859399156,0.7532
120,0.7375123596991213,0.7516
121,0.7352748613197583,0.7554
122,0.7248542457818985,0.7587
123,0.7386088885438328,0.757
124,0.7388781595725221,0.7568
125,0.7344165497694534,0.7591
126,0.7350019570737601,0.756
127,0.7183815617911732,0.7589
128,0.7229825557230379,0.7585
129,0.7283161834786875,0.758
130,0.7230834979028367,0.7612
131,0.7197031844347811,0.7593
132,0.7109750363106926,0.7607
133,0.7060537043090065,0.7645
134,0.7147251567044578,0.7615
135,0.7058734913793997,0.7657
136,0.7242670560035461,0.7625
137,0.717553585767746,0.7593
138,0.7175906191999539,0.7627
139,0.7154043363020443,0.7603
140,0.718781482868682,0.7638
141,0.716407637959852,0.7662
142,0.7114228206320693,0.7613
143,0.7243139296770096,0.762
144,0.7188029932423522,0.7612
145,0.7180523680517087,0.7679
146,0.7162518684570782,0.769
147,0.7267693548728102,0.7592
148,0.715681001210746,0.7647
149,0.7231941309790261,0.77
150,0.7165736272312201,0.7662
151,0.7239662069386948,0.7678
152,0.7277451263258632,0.7598
153,0.7254595462316141,0.7612
154,0.7257823791747657,0.7659
155,0.7447746704085566,0.7621
156,0.7213492742456948,0.7607
157,0.7302967294717368,0.7637
158,0.7324950187541426,0.7662
159,0.7259037625580169,0.7642
160,0.735726845435822,0.7632
161,0.7378666686554687,0.7662
162,0.7244902018445749,0.7627
163,0.7496323220360394,0.7651
164,0.7416387773074281,0.7635
165,0.7384370485433756,0.7611
166,0.7309830425836789,0.7653
167,0.7430817597685531,0.7651
168,0.7464689952306474,0.7619
169,0.7506569476363758,0.7601
170,0.7455132275153273,0.7637
171,0.7537851557849695,0.7645
172,0.7314351908505534,0.763
173,0.7697378878776258,0.7627
174,0.7706825345659408,0.7608
175,0.75554788779146,0.7567
176,0.77324423379601,0.7606
177,0.7670105957089902,0.7642
178,0.76888018746536,0.7566
179,0.7742583665984888,0.7637
180,0.7778172312072291,0.7609
181,0.7602744679005382,0.7552
182,0.7546422507721015,0.7652
