Strategy,Clients,Malicious %,Rounds,Final Acc,Best Acc,Final Loss
fedavg,10,0,200,0.7679,0.7793,1.4189
fedavg,20,0,200,0.7747,0.7819,1.0544
fedavg,50,0,200,0.7598,0.7598,0.7101
fedavg,100,0,200,0.6455,0.6455,1.0050
