Strategy,Clients,Malicious %,Rounds,Final Acc,Best Acc,Final Loss
vae,7,0,200,0.7545,0.7603,1.5801
vae,10,0,200,0.7357,0.7429,1.3938
vae,20,0,200,0.7474,0.7510,1.1482
vae,50,0,200,0.7385,0.7391,0.7709
vae,100,0,200,0.6510,0.6510,0.9862
