Strategy,Clients,Malicious %,Rounds,Final Acc,Best Acc,Final Loss
fedavg,10,0,200,0.7679,0.7793,1.4189
robust,10,0,200,0.7735,0.7785,1.4297
krum,10,0,200,0.6392,0.6861,3.3597
fedmedian,10,0,200,0.7660,0.7760,1.4108
bulyan,10,0,200,0.7700,0.7775,1.3846
vae,10,0,200,0.7753,0.7824,1.2884
