Strategy,Clients,Malicious %,Rounds,Final Acc,Best Acc,Final Loss
fedavg,50,0,200,0.7598,0.7598,0.7101
fedavg,50,10,200,0.1000,0.1000,2.3026
fedavg,50,20,200,0.1000,0.1000,2.3026
fedavg,50,30,200,0.1000,0.1000,2.3026
fedavg,50,40,200,0.1000,0.1000,2.3026
fedavg,50,50,200,0.1000,0.1000,2.3026
